AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1354318,,OTHER,BROWN,,RACCOON,UNKNOWN,,NO AGE,2024-09-05,DEAD,DISPO REQ,FIELD,,2024-09-05,DISPOSAL,,DEAD,N ABEL,MILPITAS,2024-09-05
A1354328,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-06-05,3 MONTHS,2024-09-05,HEALTHY,STRAY,OTC,,2024-09-27,ADOPTION,WALK IN,,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-27
A1354331,SALLY,CAT,TORBI-DIL,,DOMESTIC SH,SPAYED,2024-06-05,3 MONTHS,2024-09-05,HEALTHY,STRAY,OTC,,,,,,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-24
A1354333,NONAH,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-06-05,3 MONTHS,2024-09-05,HEALTHY,STRAY,OTC,,2024-09-27,ADOPTION,WALK IN,,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-27
A1354350,BUGG,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2022-09-09,2 YEARS,2024-09-05,HEALTHY,STRAY,OTC,,2024-09-26,ADOPTION,WALK IN,HEALTHY,PALM VALLEY BLVD,SAN JOSE,2024-09-26
A1354360,,CAT,BLACK,,DOMESTIC SH,FEMALE,,NO AGE,2024-09-05,DEAD,DISPO REQ,MEDVET,,2024-09-05,DISPOSAL,,DEAD,400 BLOCK OF RICHMOND AVE.,SAN JOSE,2024-09-05
A1354364,,CAT,TAN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-05,MED SEV,STRAY,FIELD,,2024-09-05,EUTH,U MED SEV,MED SEV,LAVA WAY/ PACHECO DR,SAN JOSE,2024-09-05
A1354375,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2024-09-05,MED SEV,STRAY,FIELD,,2024-09-05,EUTH,,DEAD,HOSTETTER X AUTOMATION,SAN JOSE,2024-09-05
A1354376,,DOG,BROWN,,POODLE MIN,FEMALE,,NO AGE,2024-09-05,HEALTHY,STRAY,OTC,,,,,,BLOSSOM AVE X SANTA TERESA BLVD,SAN JOSE,2024-09-05
A1354377,CANDY,DOG,WHITE,,POODLE MIN,FEMALE,2009-09-06,15 YEARS,2024-09-05,MED SEV,STRAY,OTC,,2024-09-06,RTO,WEBSITE,MED SEV,LEEWARD DR,SAN JOSE,2024-09-06
A1354382,,CAT,WHITE,,DOMESTIC SH,FEMALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,2024-09-11,EUTH,U MED SEV,MED SEV,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-16
A1354383,,CAT,BLACK,,DOMESTIC SH,MALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,2024-09-11,EUTH,U MED SEV,NURSING,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-16
A1354385,,CAT,BLACK,,DOMESTIC SH,FEMALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,2024-09-24,EUTH,U MED EMRG,MED SEV,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-24
A1354387,,CAT,BLACK,,DOMESTIC SH,MALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,2024-09-20,DIED,,NURSING,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-20
A1354388,,CAT,WHITE,,DOMESTIC SH,MALE,,NO AGE,2024-09-05,NURSING,STRAY,OTC,,2024-09-23,EUTH,U MED EMRG,MED SEV,MONTEREY RD X UMBARGER RD,SAN JOSE,2024-09-23
A1354389,CLEO,DOG,TAN,WHITE,POMERANIAN,FEMALE,2012-09-05,12 YEARS,2024-09-05,MED R,STRAY,FIELD,,2024-09-07,RTO,,,EVERDALE X STURLA,SAN JOSE,2024-09-07
A1354391,,CAT,TRICOLOR,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-05,DEAD,DISPO REQ,FIELD,,2024-09-05,DISPOSAL,,DEAD,N PARK VICTORIA,MILPITAS,2024-09-05
A1354393,,CAT,GRAY,,DOMESTIC SH,FEMALE,2024-08-20,6 WEEKS,2024-09-05,MED R,STRAY,OTC,,,,,,CLYDA / DOBERN,SAN JOSE,2024-09-27
A1354394,,DOG,BROWN,,CHIHUAHUA SH,FEMALE,,NO AGE,2024-09-05,DEAD,DISPO REQ,FIELD,,2024-09-05,DISPOSAL,,DEAD,CRAGMONT X EAST HILLS,SAN JOSE,2024-09-05
A1354400,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-05,DEAD,DISPO REQ,OTC,,,,,,SENTER RD / EZIE ST.,SAN JOSE,2024-09-05
A1354415,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-07-18,11 WEEKS,2024-09-05,MED R,STRAY,OTC,,,,,,HWY 101 / MCKEE RD,SAN JOSE,2024-09-13
A1354423,,CAT,BLACK,,DOMESTIC LH,UNKNOWN,,NO AGE,2024-09-05,DEAD,DISPO REQ,FIELD,,2024-09-05,DISPOSAL,,DEAD,TULLY X CAPITOL,SAN JOSE,2024-09-05
A1354424,KEICHA,DOG,GRAY,,CHIHUAHUA LH,SPAYED,2024-06-06,17 WEEKS,2024-09-05,HEALTHY,STRAY,FIELD,,2024-09-12,ADOPTION,WALK IN,HEALTHY,STORY LN X CLAYTON,SAN JOSE,2024-09-12
A1354425,LUCY,DOG,WHITE,BROWN,CHIHUAHUA LH,SPAYED,2024-06-06,17 WEEKS,2024-09-05,HEALTHY,STRAY,FIELD,,2024-09-16,ADOPTION,WALK IN,HEALTHY,STORY LN X CLAYTON,SAN JOSE,2024-09-16
A1354426,RIO,DOG,BROWN,TAN,CHIHUAHUA SH,SPAYED,2024-06-06,17 WEEKS,2024-09-05,HEALTHY,STRAY,FIELD,,2024-09-16,ADOPTION,,HEALTHY,STORY LN X CLAYTON,SAN JOSE,2024-09-16
A1354427,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2024-09-05,DEAD,DISPO REQ,FIELD,,2024-09-05,DIED,,DEAD,,,2024-09-05
A1354428,SIERRA,DOG,TAN,WHITE,CHIHUAHUA SH,SPAYED,2024-06-06,17 WEEKS,2024-09-05,HEALTHY,STRAY,FIELD,,2024-09-11,ADOPTION,WALK IN,HEALTHY,STORY LN X CLAYTON,SAN JOSE,2024-09-11
A1354429,SUSHI,DOG,WHITE,TAN,CHIHUAHUA SH,SPAYED,2024-06-06,17 WEEKS,2024-09-05,HEALTHY,STRAY,FIELD,,2024-09-16,ADOPTION,WALK IN,HEALTHY,STORY LN X CLAYTON,SAN JOSE,2024-09-16
A1354430,PINEAPPLE,DOG,WHITE,TAN,CHIHUAHUA SH,SPAYED,2024-06-06,17 WEEKS,2024-09-05,HEALTHY,STRAY,FIELD,,2024-09-21,ADOPTION,WALK IN,HEALTHY,STORY LN X CLAYTON,SAN JOSE,2024-09-21
A1354433,MONTY,DOG,GRAY,BLACK,KEESHOND,NEUTERED,2014-09-05,10 YEARS,2024-09-05,HEALTHY,STRAY,FIELD,,2024-09-06,RTO,WALK IN,HEALTHY,ARIZONA / VIENNA,MILPITAS,2024-09-06
A1354435,SQUASH,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-07-25,10 WEEKS,2024-09-06,HEALTHY,CONFISCATE,POLICE,,2024-09-27,ADOPTION,WALK IN,,,MILPITAS,2024-09-27
A1354436,JACK,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-07-25,10 WEEKS,2024-09-06,HEALTHY,CONFISCATE,POLICE,,,,,,,MILPITAS,2024-09-28
A1354437,LYDIA,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-04-06,5 MONTHS,2024-09-06,HEALTHY,OWNER SUR,OTC,,2024-09-26,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-09-26
A1354438,ASTRID,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-04-06,5 MONTHS,2024-09-06,HEALTHY,OWNER SUR,OTC,,2024-09-26,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-09-26
A1354439,ESPRESSO,DOG,BLACK,WHITE,CHIHUAHUA LH,SPAYED,2018-09-25,6 YEARS,2024-09-06,MED R,STRAY,OTC,,2024-09-26,RESCUE,EPD,,W SANTA CLARA ST X N 1ST ST,SAN JOSE,2024-09-26
A1354440,VAN GOGH,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-07-13,12 WEEKS,2024-09-06,MED R,STRAY,OTC,,,,,,2300 BLOCK LAVA DR X LAVA WAY,SAN JOSE,2024-09-26
A1354442,,CAT,ORANGE,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-06,DEAD,DISPO REQ,FIELD,,2024-09-06,DISPOSAL,,DEAD,"S 13 TH, ST / OAKLAND RD",SAN JOSE,2024-09-06
A1354444,SMOKEY,CAT,GRAY,,DOMESTIC SH,NEUTERED,2024-07-01,13 WEEKS,2024-09-06,MED R,STRAY,OTC,IP ADOPT,2024-09-11,ADOPTION,WALK IN,HEALTHY,1100 BLOCK JANMARIE CT X MCLAUGHLIN AVE,SAN JOSE,2024-09-11
A1354446,,DOG,BROWN,,CHIHUAHUA SH,UNKNOWN,,NO AGE,2024-09-06,DEAD,DISPO REQ,OTC,,2024-09-06,DISPOSAL,,DEAD,S KING RD/MIAMI DR,SAN JOSE,2024-09-06
A1354449,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2024-09-06,MED EMERG,WILDLIFE,FIELD,,2024-09-06,TRANSFER,WILDLIFE,MED EMERG,3900 BLOCK BISMARCK DR,SAN JOSE,2024-09-06
A1354460,,CAT,TORTIE-B\O,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-06,MED SEV,STRAY,OTC,,2024-09-06,EUTH,U MED SEV,MED SEV,MONTEREY RD/UMBARGER RD,SAN JOSE,2024-09-06
A1354467,,CAT,WHITE,BLACK,DOMESTIC SH,FEMALE,,NO AGE,2024-09-06,MED R,STRAY,MEDVET,,2024-09-17,EUTH,U CANCER,MED SEV,1700 BLOCK CAPE MISTY DR,SAN JOSE,2024-09-17
A1354487,CHARLES,DOG,TAN,,CHIHUAHUA SH,MALE,,NO AGE,2024-09-06,BEH U,EUTH REQ,OTC OWNED,,2024-09-07,RTO,,,,SAN JOSE,2024-09-07
A1354492,SALMON,DOG,BROWN,WHITE,SIBERIAN HUSKY,MALE,2020-09-08,4 YEARS,2024-09-06,MED R,STRAY,OTC,,,,,,3RD ST/PATTERSON ST,SAN JOSE,2024-09-18
A1354497,MOUSE,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2019-09-08,5 YEARS,2024-09-06,MED R,STRAY,OTC,IP ADOPT,,,,,COYOTE ST / REDWOOD AVE,MILPITAS,2024-09-28
A1354499,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2024-09-06,DEAD,DISPO REQ,OTC,,2024-09-06,DISPOSAL,,DEAD,MONDIGO AVE X CUNNINGHAM AVE,SAN JOSE,2024-09-06
A1354501,DOT,DOG,BROWN,WHITE,ENG SPRNGR SPAN,SPAYED,2024-03-09,6 MONTHS,2024-09-06,HEALTHY,STRAY,OTC,,2024-09-23,FOSTER,,HEALTHY,SENTER RD/BURKE ST,SAN JOSE,2024-09-24
A1354501,DOT,DOG,BROWN,WHITE,ENG SPRNGR SPAN,SPAYED,2024-03-09,6 MONTHS,2024-09-27,HEALTHY,FOSTER,,,2024-09-27,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-09-27
A1354509,,DOG,BLACK,WHITE,CHIHUAHUA LH,UNKNOWN,,NO AGE,2024-09-06,MED SEV,STRAY,OTC,,2024-09-09,EUTH,U PARVO,MED SEV,KOLLMAR DR / S CAPITOL AVE,SAN JOSE,2024-09-09
A1354515,FINA,DOG,GRAY,,FRENCH BULLDOG,FEMALE,2022-09-06,2 YEARS,2024-09-06,MED R,STRAY,OTC,,2024-09-06,RTO,WALK IN,HEALTHY,PIERCE RANCH RD/LEYLAND PARK DR,SAN JOSE,2024-09-06
A1354520,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-08-15,7 WEEKS,2024-09-06,MED R,STRAY,OTC,,,,,,CLYDA / DOBERN,SAN JOSE,2024-09-27
A1354528,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-08-06,8 WEEKS,2024-09-06,NURSING,STRAY,OTC,,2024-09-10,RESCUE,CATWELFARE,HEALTHY,BOTHELO AVE X SINNOTT LN,MILPITAS,2024-09-10
A1354533,,CAT,TORTIE-DIL,,DOMESTIC SH,FEMALE,2024-04-06,5 MONTHS,2024-09-06,HEALTHY,STRAY,OTC,,2024-09-10,TRANSFER,HSSV,HEALTHY,AMES AVE/MADDIES,MILPITAS,2024-09-13
A1354538,,CAT,TABBY-BUFF,,DOMESTIC SH,FEMALE,2024-07-30,9 WEEKS,2024-09-06,NURSING,STRAY,OTC,,2024-09-06,FOSTER,,HEALTHY,CAMDEN AVE/CRYSTAL SPRINGS DR,SAN JOSE,2024-09-06
A1354545,TNR,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-06,MED R,STRAY,OTC,,2024-09-17,RTF,,FERAL,N SUNSET AVE/ALUM ROCK AVE,SAN JOSE,2024-09-17
A1354550,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-06,MED SEV,STRAY,OTC,,2024-09-06,EUTH,U MED SEV,MED SEV,W HUMBOLT ST/SHERMAN ST,SAN JOSE,2024-09-06
A1354556,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2023-03-06,1 YEAR 6 MONTHS,2024-09-06,PREGNANT,STRAY,OTC,,2024-09-11,RTF,,FERAL,GRAMERCY PL,SAN JOSE,2024-09-11
A1354579,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2024-07-28,9 WEEKS,2024-09-06,MED R,STRAY,OTC,,,,,,COLDWATER DR,SAN JOSE,2024-09-28
A1354583,RUGER,DOG,WHITE,BLACK,DALMATIAN,NEUTERED,2020-09-08,4 YEARS,2024-09-07,HEALTHY,CONFISCATE,POLICE,,2024-09-09,RTO,NOTICE,,,MILPITAS,2024-09-09
A1354585,ZION,DOG,WHITE,TAN,POMERANIAN,MALE,2021-09-07,3 YEARS,2024-09-07,MED R,OWNER SUR,OTC,,2024-09-07,RTO,WALK IN,HEALTHY,,SAN JOSE,2024-09-07
A1354600,ADONIS ICE KING,DOG,WHITE,BROWN,PIT BULL,NEUTERED,2024-07-15,11 WEEKS,2024-09-07,HEALTHY,STRAY,OTC,,2024-09-12,ADOPTION,,HEALTHY,E EMPIRE ST X N 9TH ST,SAN JOSE,2024-09-12
A1354603,MILO,DOG,BROWN,GRAY,YORKSHIRE TERR,MALE,,NO AGE,2024-09-07,HEALTHY,STRAY,OTC,,2024-09-07,RTO,,,DELAWARE AVE X PLAYA DEL REY CT,SAN JOSE,2024-09-07
A1354604,,CAT,TORTIE-B\O,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-07,MED SEV,STRAY,FIELD,,2024-09-09,EUTH,U MED EMRG,MED SEV,5200 BLOCK ARNO CT,SAN JOSE,2024-09-09
A1354611,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,,NO AGE,2024-09-07,MED R,STRAY,OTC,,2024-09-09,EUTH,U MED EMRG,MED SEV,300 BLOCK SENTER RD / SAN RAMON WAY,SAN JOSE,2024-09-09
A1354613,TNR,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-07,MED R,STRAY,OTC,,2024-09-13,RTF,,HEALTHY,N CAPITOL AVE X BERRYESSA RD,SAN JOSE,2024-09-13
A1354618,,OTHER,GREEN,,OPOSSUM,UNKNOWN,,NO AGE,2024-09-07,MED R,STRAY,FIELD,,2024-09-07,TRANSFER,WILDLIFE,MED R,E. ALMA ST,SAN JOSE,2024-09-07
A1354640,,CAT,TORBI-DIL,,DOMESTIC SH,FEMALE,,NO AGE,2024-09-07,MED SEV,STRAY,OTC,,2024-09-10,EUTH,U MED SEV,MED SEV,TULLY RD X SENTER RD,SAN JOSE,2024-09-10
A1354662,SLIM JIM,DOG,BLACK,WHITE,CHIHUAHUA SH,NEUTERED,2023-04-08,1 YEAR 5 MONTHS,2024-09-07,HEALTHY,STRAY,OTC,,2024-09-20,TRANSFER,HSSV,HEALTHY,RIGOLETTO DR / S KING RD,SAN JOSE,2024-09-20
A1354665,FATTY,DOG,BROWN,,FRENCH BULLDOG,MALE,2023-11-07,10 MONTHS,2024-09-07,DEAD,DISPO REQ,OTC OWNED,,2024-09-07,DISPOSAL,,DEAD,,SAN JOSE,2024-09-07
A1354668,,CAT,BLACK,,DOMESTIC SH,FEMALE,2024-09-09,3 WEEKS,2024-09-07,NURSING,STRAY,OTC,,2024-09-13,RESCUE,FREDSFRNDS,NURSING,RUE MIRASSOU X MOSHER DR,SAN JOSE,2024-09-13
A1354669,,CAT,BLACK,,DOMESTIC SH,MALE,2024-09-09,3 WEEKS,2024-09-07,NURSING,STRAY,OTC,,2024-09-13,RESCUE,FREDSFRNDS,NURSING,RUE MIRASSOU X MOSHER DR,SAN JOSE,2024-09-13
A1354671,,DOG,TAN,WHITE,CHIHUAHUA LH,UNKNOWN,,NO AGE,2024-09-07,MED SEV,STRAY,OTC,,2024-09-09,EUTH,U MED EMRG,MED SEV,SOUTH SIDE DR / WATER DT,SAN JOSE,2024-09-09
A1354673,,CAT,BROWN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-07,MED SEV,STRAY,MEDVET,,2024-09-07,DISPOSAL,,DEAD,3500 BLOCK COLUMBINE DR.,SAN JOSE,2024-09-07
A1354675,,DOG,BROWN,WHITE,PARSON RUSS TER,MALE,2024-07-24,10 WEEKS,2024-09-07,HEALTHY,STRAY,OTC,,2024-09-09,RESCUE,PETSINNEED,HEALTHY,N 1ST ST/RIO ROBLES,SAN JOSE,2024-09-09
A1354676,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-08-10,8 WEEKS,2024-09-07,NURSING,STRAY,OTC,,2024-09-10,FOSTER,,HEALTHY,700 BLOCK UVAS CT / LAGUA SECA WAY,SAN JOSE,2024-09-10
A1354677,,DOG,BROWN,WHITE,PARSON RUSS TER,MALE,2024-07-24,10 WEEKS,2024-09-07,HEALTHY,STRAY,OTC,,2024-09-09,RESCUE,PETSINNEED,HEALTHY,N 1ST ST/RIO ROBLES,SAN JOSE,2024-09-09
A1354678,,CAT,ORANGE,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-07,MED SEV,STRAY,FIELD,,2024-09-07,EUTH,,DEAD,800 BLOCK MALONE DR.,SAN JOSE,2024-09-07
A1354680,SHOOP,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-07-07,12 WEEKS,2024-09-07,MED R,STRAY,OTC,,,,,,100 BLOCK MAYLAND CT X MAYLAND AVE,SAN JOSE,2024-09-28
A1354681,,CAT,WHITE,GRAY,DOMESTIC MH,UNKNOWN,,NO AGE,2024-09-07,DEAD,DISPO REQ,FIELD,,2024-09-07,DIED,,DEAD,3200 BLOCK ROCKY WATER LN/ ABORN,SAN JOSE,2024-09-07
A1354682,TAHINI,OTHER,WHITE,,RABBIT SH,SPAYED,,NO AGE,2024-09-07,HEALTHY,STRAY,OTC,,,,,,0 BLOCK PARK VILLAGE PL / PARK PAXTON PL,SAN JOSE,2024-09-26
A1354689,,OTHER,BLACK,WHITE,SKUNK,FEMALE,,NO AGE,2024-09-07,DEAD,DISPO REQ,FIELD,,2024-09-07,DISPOSAL,,DEAD,WILLOWHAVEN DR X WILLOWHAVEN CT,SAN JOSE,2024-09-07
A1354693,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-08-07,8 WEEKS,2024-09-07,HEALTHY,STRAY,OTC,,2024-09-20,RESCUE,FUREVER,HEALTHY,WILLOW ST X CAMINO RAMON,SAN JOSE,2024-09-20
A1354698,SPAWN,CAT,BLACK,,DOMESTIC MH,NEUTERED,2024-07-22,10 WEEKS,2024-09-07,HEALTHY,STRAY,OTC,,,,,,ARAUJO ST,SAN JOSE,2024-09-28
A1354710,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2024-06-25,14 WEEKS,2024-09-02,HEALTHY,STRAY,OTC,,2024-09-07,TRANSFER,HSSV,HEALTHY,MT RAINIER DR/MOUNT BLANC WAY,SAN JOSE,2024-09-07
A1354711,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2024-06-25,14 WEEKS,2024-09-02,HEALTHY,STRAY,OTC,,2024-09-07,TRANSFER,HSSV,HEALTHY,MT RAINIER DR/MOUNT BLANC WAY,SAN JOSE,2024-09-07
A1354712,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,UNKNOWN,2024-06-25,14 WEEKS,2024-09-02,HEALTHY,STRAY,OTC,,2024-09-07,TRANSFER,HSSV,HEALTHY,MT RAINIER DR/MOUNT BLANC WAY,SAN JOSE,2024-09-07
A1354713,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2024-06-25,14 WEEKS,2024-09-02,HEALTHY,STRAY,OTC,,2024-09-07,TRANSFER,HSSV,HEALTHY,MT RAINIER DR/MOUNT BLANC WAY,SAN JOSE,2024-09-07
A1354714,,CAT,TORBI-BRN,,DOMESTIC SH,FEMALE,2024-05-07,4 MONTHS,2024-09-05,MED R,STRAY,OTC,,2024-09-09,TRANSFER,HSSV,MED R,S 8TH ST/E SANTA CLARA ST,SAN JOSE,2024-09-13
A1354715,,CAT,TABBY-ORG,,DOMESTIC SH,FEMALE,2024-07-01,13 WEEKS,2024-09-03,HEALTHY,STRAY,OTC,,2024-09-07,TRANSFER,HSSV,HEALTHY,E SAN FERNANDO ST/7TH ST,SAN JOSE,2024-09-07
A1354716,KIWI,DOG,BRINDLE-BN,,FRENCH BULLDOG,FEMALE,2021-09-08,3 YEARS,2024-09-07,MED R,STRAY,FIELD,,,,,,STONE AVE / CIMINO ST,SAN JOSE,2024-09-17
A1354720,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-08,DEAD,DISPO REQ,OTC,,2024-09-08,DISPOSAL,,DEAD,PALISADE DR X HELLYER AVE,SAN JOSE,2024-09-08
A1354730,,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,,NO AGE,2024-09-08,HEALTHY,OWNER SUR,,TOO MANY,2024-09-09,RESCUE,PETSINNEED,HEALTHY,,SAN JOSE,2024-09-09
A1354736,,DOG,BROWN,,GERM SHEPHERD,FEMALE,,NO AGE,2024-09-08,HEALTHY,OWNER SUR,,TOO MANY,2024-09-09,RESCUE,PETSINNEED,HEALTHY,,SAN JOSE,2024-09-09
A1354737,,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,,NO AGE,2024-09-08,HEALTHY,OWNER SUR,,TOO MANY,2024-09-09,RESCUE,PETSINNEED,HEALTHY,,SAN JOSE,2024-09-09
A1354748,KAI,DOG,WHITE,GRAY,WEST HIGHLAND,MALE,2024-03-22,6 MONTHS,2024-09-08,MED R,STRAY,MEDVET,,2024-09-08,RTO,WEBSITE,MED R,1300 BLOCK OF LOCUST ST. SAN JOSE,SAN JOSE,2024-09-08
A1354751,,CAT,TORTIE-DIL,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-08,MED SEV,STRAY,MEDVET,,2024-09-08,EUTH,U MED SEV,MED SEV,5100 BLOCK OF STEVENS CREEK,SAN JOSE,2024-09-08
A1354753,,CAT,BLACK,,DOMESTIC SH,FEMALE,,NO AGE,2024-09-08,MED R,STRAY,MEDVET,,2024-09-18,FOSTER,,MED R,WHITE / ALUM ROCK,SAN JOSE,2024-09-25
A1354755,,CAT,CREAM,,DOMESTIC SH,FEMALE,2024-08-08,8 WEEKS,2024-09-08,MED R,STRAY,,,2024-09-09,FOSTER,,MED R,3400 BLOCK OF CASALINO CT.,SAN JOSE,2024-09-13
A1354755,,CAT,CREAM,,DOMESTIC SH,FEMALE,2024-08-08,8 WEEKS,2024-09-18,MED R,FOSTER,,,2024-09-19,FOSTER,,MED R,3400 BLOCK OF CASALINO CT.,SAN JOSE,2024-09-19
A1354755,,CAT,CREAM,,DOMESTIC SH,FEMALE,2024-08-08,8 WEEKS,2024-09-12,MED R,FOSTER,,,2024-09-14,FOSTER,,MED R,3400 BLOCK OF CASALINO CT.,SAN JOSE,2024-09-14
A1354762,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,MALE,2024-08-22,6 WEEKS,2024-09-08,MED R,STRAY,OTC,,2024-09-13,RESCUE,FREDSFRNDS,MED R,GIUSTI DR X SNOW DR,SAN JOSE,2024-09-13
A1354778,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-09-08,PREGNANT,STRAY,OTC,,2024-09-10,SPAY,,FERAL,CHAMOMILE WALKWAY X AGAVE WAY,SAN JOSE,2024-09-10
A1354791,,CAT,BLACK,,DOMESTIC LH,UNKNOWN,2024-06-25,14 WEEKS,2024-09-01,HEALTHY,STRAY,OTC,,2024-09-08,TRANSFER,HSSV,HEALTHY,WARNER DR X WARNER CT,SAN JOSE,2024-09-08
A1354794,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2024-06-25,14 WEEKS,2024-09-01,HEALTHY,STRAY,OTC,,2024-09-08,TRANSFER,HSSV,HEALTHY,WARNER DR X WARNER CT,SAN JOSE,2024-09-08
A1354795,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2030-06-25,INCORRECT AGE,2024-09-01,HEALTHY,STRAY,OTC,,2024-09-08,TRANSFER,HSSV,HEALTHY,WARNER DR X WARNER CT,SAN JOSE,2024-09-08
A1354796,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2024-06-25,14 WEEKS,2024-09-01,HEALTHY,STRAY,OTC,,2024-09-08,TRANSFER,HSSV,HEALTHY,WARNER DR X WARNER CT,SAN JOSE,2024-09-08
A1354808,,BIRD,GREEN,YELLOW,LOVEBIRD,UNKNOWN,,NO AGE,2024-09-08,HEALTHY,STRAY,OTC,,2024-09-15,ADOPTION,WALK IN,HEALTHY,CHAUNCEY WAY X MARIANNA LN,SAN JOSE,2024-09-15
A1354814,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,,NO AGE,2024-09-08,MED R,STRAY,OTC,,2024-09-12,FOSTER,,NURSING,ABORN RD X E CAPITOL EXPY,SAN JOSE,2024-09-12
A1354814,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,,NO AGE,2024-09-13,NURSING,FOSTER,,,2024-09-13,RESCUE,SVPP,NURSING,,OUT OF COUNTY,2024-09-13
A1354817,,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-08,PREGNANT,STRAY,OTC,,2024-09-10,RTF,,FERAL,FOX LN X OAKLAND RD,SAN JOSE,2024-09-10
A1354818,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-08,PREGNANT,STRAY,OTC,,2024-09-10,RTF,,FERAL,FOX LN X OAKLAND RD,SAN JOSE,2024-09-10
